Image,YOLOv8 Detections,YOLOv8 Time (s),Faster R-CNN Detections,Faster R-CNN Time (s),SSD Detections,SSD Time (s)
0fbe10829d6d74c7.jpg,"{'vase': 1, 'potted plant': 1}",0.6379556655883789,"{'Label 86': 1, 'Label 64': 1, 'Label 51': 2, 'Label 81': 1, 'Label 67': 1, 'Label 70': 1, 'Label 82': 1, 'Label 44': 1}",0.03556394577026367,{'SSD Object': 2},0.026308298110961914
9385305efb91a0e8.jpg,"{'refrigerator': 1, 'bottle': 5, 'sink': 1}",0.6217567920684814,"{'Label 82': 1, 'Label 44': 8}",0.03459620475769043,{'SSD Object': 1},0.026641845703125
39988dc3a63d8751.jpg,"{'bed': 1, 'tv': 1}",0.6309747695922852,"{'Label 65': 1, 'Label 72': 1}",0.034476518630981445,{'SSD Object': 2},0.025263309478759766
58b547e7ce3ca583.jpg,{},0.6248612403869629,{},0.034796714782714844,{},0.025981903076171875
50e85d3e78a16fef.jpg,{'sink': 1},0.6250874996185303,"{'Label 81': 1, 'Label 44': 1}",0.035928964614868164,{},0.02562260627746582
1c88726ef503b432.jpg,"{'bottle': 2, 'cat': 1, 'refrigerator': 1}",0.6288819313049316,"{'Label 82': 1, 'Label 44': 3, 'Label 17': 1, 'Label 18': 1, 'Label 64': 2, 'Label 77': 1}",0.035805463790893555,{'SSD Object': 2},0.02702927589416504
0c29cab1caddfc83.jpg,"{'chair': 2, 'person': 3, 'potted plant': 5, 'car': 1}",0.6329553127288818,"{'Label 1': 3, 'Label 62': 1, 'Label 64': 4, 'Label 3': 1, 'Label 86': 1}",0.03447604179382324,{'SSD Object': 3},0.027878522872924805
40bc03bdddd567c3.jpg,"{'person': 1, 'cell phone': 1, 'remote': 1}",0.6286499500274658,{'Label 1': 1},0.034552574157714844,{'SSD Object': 1},0.026501893997192383
1a6fb9d88119d454.jpg,"{'bottle': 8, 'spoon': 2, 'cup': 1, 'toaster': 1, 'knife': 1}",0.6307883262634277,"{'Label 62': 2, 'Label 44': 13, 'Label 86': 4, 'Label 50': 4, 'Label 47': 5, 'Label 70': 1}",0.034667253494262695,{'SSD Object': 3},0.027025699615478516
d0c153d02c2c62f5.jpg,{'suitcase': 1},0.6281192302703857,{'Label 79': 1},0.034689903259277344,{},0.03451824188232422
DOR_S1_105.jpg,{},0.6238806247711182,{},0.034295082092285156,{},0.025379657745361328
105d6a2a63f7ce3c.jpg,{'scissors': 1},0.6272749900817871,"{'Label 14': 1, 'Label 89': 1, 'Label 46': 1, 'Label 10': 1}",0.034616708755493164,{'SSD Object': 1},0.0275876522064209
bed78c5986b45df2.jpg,"{'bottle': 20, 'bowl': 2, 'refrigerator': 1}",0.6277933120727539,"{'Label 44': 28, 'Label 82': 1, 'Label 51': 4, 'Label 78': 1, 'Label 70': 1}",0.03508424758911133,{'SSD Object': 3},0.026134014129638672
38a7fa0a0fb6ffe6.jpg,{},0.6192693710327148,{},0.03420734405517578,{},0.024832963943481445
0c07aa933834dbc1.jpg,"{'car': 1, 'person': 2}",0.625657320022583,"{'Label 3': 1, 'Label 1': 1}",0.03484845161437988,{},0.026189327239990234
02e80ea9ff2add79.jpg,{'refrigerator': 1},0.6267008781433105,"{'Label 82': 6, 'Label 79': 1}",0.03502511978149414,{'SSD Object': 1},0.025818586349487305
497b8adaaacd41d6.jpg,"{'person': 3, 'handbag': 1}",0.6260941028594971,"{'Label 1': 5, 'Label 31': 2, 'Label 79': 1}",0.03463864326477051,{'SSD Object': 1},0.02752542495727539
0e47126559819116.jpg,{'bicycle': 1},0.6266942024230957,"{'Label 2': 2, 'Label 64': 1, 'Label 85': 2, 'Label 44': 3}",0.03472781181335449,{'SSD Object': 2},0.03453993797302246
0ce5be35e1140b92.jpg,"{'bicycle': 1, 'potted plant': 4, 'umbrella': 1}",0.6251425743103027,"{'Label 2': 2, 'Label 64': 8}",0.03476452827453613,{'SSD Object': 1},0.027120113372802734
0e5a7c9a1bba1740.jpg,{'bicycle': 1},0.6229479312896729,{'Label 2': 2},0.03574013710021973,{'SSD Object': 1},0.026104450225830078
95cee073138bda90.jpg,"{'bottle': 10, 'bowl': 1, 'refrigerator': 1}",0.6299235820770264,"{'Label 82': 3, 'Label 44': 15, 'Label 51': 4}",0.035325050354003906,{'SSD Object': 1},0.027712106704711914
d83dcdb92fa65c56.jpg,"{'microwave': 1, 'oven': 1, 'sink': 1}",0.6264450550079346,"{'Label 79': 1, 'Label 78': 1}",0.04111075401306152,{'SSD Object': 3},0.02670121192932129
75e4e8ab47a77499.jpg,{'scissors': 5},0.625586986541748,{'Label 87': 1},0.034589290618896484,{'SSD Object': 1},0.027315378189086914
00da8827b3288d89.jpg,{'potted plant': 2},0.6252532005310059,{'Label 64': 4},0.034949541091918945,{'SSD Object': 1},0.027671098709106445
4956ccee7130b88c.jpg,"{'refrigerator': 1, 'microwave': 1, 'sink': 1, 'chair': 2, 'oven': 1, 'vase': 1, 'bowl': 1}",0.6266202926635742,"{'Label 82': 2, 'Label 78': 1, 'Label 81': 1, 'Label 79': 1, 'Label 44': 1, 'Label 62': 1, 'Label 51': 1, 'Label 86': 1}",0.034474849700927734,{'SSD Object': 3},0.025957107543945312
912e8d7a5aca1f90.jpg,"{'refrigerator': 1, 'chair': 3, 'book': 5, 'dining table': 1, 'sink': 1, 'remote': 2, 'oven': 2, 'cell phone': 1, 'microwave': 1, 'bottle': 1}",0.6228859424591064,"{'Label 81': 2, 'Label 47': 5, 'Label 62': 5, 'Label 84': 6, 'Label 72': 2, 'Label 75': 3, 'Label 70': 1, 'Label 82': 1, 'Label 44': 2, 'Label 77': 1, 'Label 50': 6, 'Label 67': 1, 'Label 74': 1}",0.03487730026245117,{'SSD Object': 4},0.02694416046142578
84cb35f6bd724733.jpg,{},0.6258277893066406,{},0.03490495681762695,{},0.026210546493530273
3a74f7cdfb3c9a10.jpg,"{'refrigerator': 1, 'bowl': 2, 'oven': 1}",0.624232292175293,"{'Label 82': 1, 'Label 79': 2, 'Label 62': 1, 'Label 53': 1, 'Label 85': 1, 'Label 55': 1, 'Label 51': 1}",0.03453779220581055,{'SSD Object': 4},0.026598453521728516
0bf34fddae48b0ab.jpg,"{'person': 2, 'tv': 1, 'remote': 2, 'chair': 1}",0.6258268356323242,"{'Label 1': 2, 'Label 72': 1, 'Label 62': 2, 'Label 47': 1, 'Label 75': 1, 'Label 63': 1, 'Label 65': 1}",0.03461647033691406,{'SSD Object': 3},0.025751590728759766
2ebe6cb84c45521d.jpg,{'refrigerator': 1},0.6226749420166016,{},0.035277605056762695,{'SSD Object': 1},0.02585768699645996
0e61cd4a43b03b48.jpg,"{'refrigerator': 1, 'sink': 1, 'cup': 6, 'oven': 2, 'bottle': 9, 'knife': 1}",0.6249058246612549,"{'Label 79': 3, 'Label 44': 15, 'Label 82': 1, 'Label 81': 2, 'Label 47': 11, 'Label 51': 3, 'Label 49': 1}",0.03464984893798828,{'SSD Object': 3},0.026357173919677734
000bf0ddff4c7310.jpg,{},0.6228535175323486,"{'Label 62': 1, 'Label 82': 1}",0.034554481506347656,{'SSD Object': 1},0.027954578399658203
2bbb8c43a3380316.jpg,"{'person': 2, 'chair': 1, 'refrigerator': 1, 'bottle': 2, 'bowl': 1}",0.626234769821167,"{'Label 1': 4, 'Label 62': 2, 'Label 44': 7, 'Label 82': 2, 'Label 27': 1, 'Label 33': 1}",0.03472590446472168,{'SSD Object': 1},0.027602195739746094
0e271dcff55afea7.jpg,{},0.6238608360290527,{},0.03432655334472656,{},0.028171300888061523
76a2724a2725d4e7.jpg,{},0.6241738796234131,"{'Label 84': 2, 'Label 85': 1}",0.03563094139099121,{'SSD Object': 1},0.025671005249023438
d0ef5b3e45c0ca64.jpg,{},0.6245753765106201,"{'Label 82': 1, 'Label 78': 1}",0.03440284729003906,{'SSD Object': 1},0.02556157112121582
9e5a46db2634a63e.jpg,"{'refrigerator': 2, 'book': 1}",0.6269216537475586,"{'Label 82': 1, 'Label 84': 3}",0.03447723388671875,{'SSD Object': 1},0.026955842971801758
1fdd6001d3da9c56.jpg,{'refrigerator': 1},0.624060869216919,"{'Label 82': 2, 'Label 78': 1}",0.03487586975097656,{'SSD Object': 1},0.02664780616760254
163ced3084c0d06f.jpg,"{'refrigerator': 3, 'bottle': 7, 'bowl': 3}",0.6339030265808105,"{'Label 51': 4, 'Label 44': 17, 'Label 82': 2, 'Label 53': 1, 'Label 60': 2, 'Label 52': 1}",0.03490900993347168,{'SSD Object': 2},0.027744770050048828
62f8e1541ed4c442.jpg,{},0.6250786781311035,"{'Label 61': 1, 'Label 67': 1}",0.03461265563964844,{'SSD Object': 1},0.031815290451049805
392132dff3b498a0.jpg,"{'refrigerator': 1, 'oven': 1, 'bottle': 3}",0.6269705295562744,"{'Label 44': 17, 'Label 82': 1, 'Label 79': 1, 'Label 88': 3, 'Label 51': 1}",0.034577131271362305,{'SSD Object': 4},0.026692867279052734
0b581e0f018c7f78.jpg,{'bed': 1},0.6261177062988281,{'Label 65': 2},0.03459596633911133,{'SSD Object': 2},0.026098012924194336
0f3e5d607d82e4e9.jpg,"{'tv': 1, 'chair': 4, 'refrigerator': 1, 'oven': 1, 'couch': 1, 'bowl': 1}",0.6266796588897705,"{'Label 72': 1, 'Label 62': 5, 'Label 79': 1, 'Label 82': 2, 'Label 64': 1, 'Label 78': 1, 'Label 63': 1, 'Label 67': 1, 'Label 44': 1, 'Label 84': 1}",0.03499174118041992,{'SSD Object': 5},0.02624678611755371
eef125b33737d19a.jpg,"{'bottle': 1, 'vase': 1, 'chair': 3, 'dining table': 1}",0.6217281818389893,"{'Label 67': 1, 'Label 86': 1, 'Label 44': 1, 'Label 64': 2, 'Label 62': 2, 'Label 85': 1}",0.03453183174133301,{'SSD Object': 3},0.031746864318847656
337943b28eb19de0.jpg,{'person': 1},0.6246206760406494,"{'Label 1': 1, 'Label 82': 2, 'Label 86': 1, 'Label 78': 1}",0.03482532501220703,{'SSD Object': 2},0.027348995208740234
acafde3057686f65.jpg,{},0.6241230964660645,{'Label 15': 1},0.035125732421875,{'SSD Object': 1},0.02548527717590332
900eedc68d55662a.jpg,"{'person': 1, 'chair': 2, 'microwave': 1, 'refrigerator': 1}",0.6312682628631592,"{'Label 1': 4, 'Label 62': 4, 'Label 72': 1}",0.034453630447387695,{'SSD Object': 1},0.026133060455322266
0001cb734adac2ee.jpg,{'pizza': 1},0.6341061592102051,"{'Label 79': 1, 'Label 85': 1, 'Label 81': 1, 'Label 77': 2, 'Label 50': 1, 'Label 61': 1}",0.03501296043395996,{'SSD Object': 1},0.028500795364379883
1874dc5efc12d957.jpg,{'refrigerator': 1},0.6322858333587646,"{'Label 82': 2, 'Label 47': 2}",0.03484225273132324,{'SSD Object': 1},0.02615809440612793
0d34c6ef6030ef6c.jpg,{},0.623171329498291,{},0.03493905067443848,{},0.026529788970947266
365185d0df5934ae.jpg,"{'refrigerator': 1, 'bowl': 3, 'bottle': 3, 'knife': 1, 'sink': 2, 'toaster': 1}",0.6299855709075928,"{'Label 82': 2, 'Label 81': 4, 'Label 51': 2, 'Label 44': 6, 'Label 85': 1, 'Label 84': 1, 'Label 47': 1, 'Label 86': 1}",0.0362851619720459,{'SSD Object': 1},0.027376651763916016
00c4da254151ea38.jpg,{'train': 1},0.6245291233062744,{'Label 82': 1},0.03618335723876953,{'SSD Object': 1},0.03609633445739746
